Age,Fishing Experience,Province,Fishing Role,Experience as Head of Communities,Fishing Duration,Number of Experience with Disaster,Level of Interaction with Disaster,Wn-1,Wn-10,Wn-11,Wn-12,Wn-13,Wn-14,Wn-15,Wn-16,Wn-17,Wn-2,Wn-3,Wn-4,Wn-5,Wn-6,Wn-7,Wn-8,Wn-9,Number of LIK Combination,Usage Duration,Frequency of Usage (min) (in month),Frequency of Usage (max) (in month),Average Frequency of Usage (in month),Target_Action_Level
40,10,1,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,10,16.0,20.0,18.0,1
40,10,1,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,10,16.0,20.0,18.0,1
40,11,1,1,0,1,2,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,11,5.0,6.0,5.5,1
40,11,1,1,0,1,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,11,5.0,6.0,5.5,1
40,11,1,1,0,1,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,11,5.0,6.0,5.5,0
40,15,1,2,0,1,2,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,16.0,24.0,20.0,0
40,15,1,2,0,1,2,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,15,16.0,24.0,20.0,1
40,15,1,2,0,1,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,15,16.0,24.0,20.0,0
40,15,1,2,0,1,2,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,16.0,24.0,20.0,0
40,15,1,2,1,3,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,2.0,2.0,2.0,0
40,15,1,2,1,3,3,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,14,3.0,3.0,3.0,1
40,15,1,1,0,3,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,15,3.0,3.0,3.0,1
40,15,1,1,0,3,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,15,3.0,3.0,3.0,0
40,15,1,1,0,3,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,15,3.0,3.0,3.0,1
40,15,1,1,0,3,2,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,15,3.0,3.0,3.0,1
40,16,1,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,16,4.0,5.0,4.5,0
40,16,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,16,4.0,5.0,4.5,1
40,16,1,1,0,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,16,4.0,5.0,4.5,1
40,16,1,1,0,1,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,16,4.0,5.0,4.5,0
40,17,1,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,17,3.0,3.0,3.0,0
40,17,1,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,17,3.0,3.0,3.0,0
40,17,1,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,17,3.0,3.0,3.0,1
40,20,1,1,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,3.0,3.0,3.0,1
40,20,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,20,3.0,3.0,3.0,0
40,20,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,20,3.0,3.0,3.0,0
40,20,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,20,3.0,3.0,3.0,1
40,22,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,22,2.0,2.0,2.0,0
40,22,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,22,2.0,2.0,2.0,1
40,25,1,2,0,1,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25,8.0,20.0,14.0,0
40,25,1,2,0,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,25,16.0,20.0,18.0,1
40,25,1,2,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,25,16.0,20.0,18.0,1
40,25,1,2,0,1,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,25,16.0,20.0,18.0,0
41,13,1,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,13,4.0,5.0,4.5,0
41,13,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,13,4.0,5.0,4.5,1
41,14,1,1,0,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,14,16.0,20.0,18.0,1
41,14,1,1,0,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,14,16.0,20.0,18.0,1
41,14,1,1,0,1,2,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,14,16.0,20.0,18.0,0
41,15,1,1,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,6.0,6.0,6.0,1
41,15,1,1,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,15,6.0,6.0,6.0,0
41,15,1,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,15,6.0,6.0,6.0,1
41,16,1,1,0,2,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,16,2.0,2.0,2.0,1
41,16,1,1,0,2,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,16,2.0,2.0,2.0,0
41,16,1,1,0,3,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,2.0,2.0,2.0,1
41,16,1,1,0,3,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,3.0,3.0,3.0,0
41,16,1,1,0,3,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,15,2.0,2.0,2.0,0
41,16,1,1,0,3,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,2.0,2.0,2.0,1
41,16,1,1,0,3,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,16,3.0,3.0,3.0,1
41,16,1,1,0,3,2,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,16,3.0,3.0,3.0,0
41,16,1,2,0,3,2,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,16,3.0,3.0,3.0,1
41,16,1,2,0,3,2,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,16,3.0,3.0,3.0,1
41,16,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,17,3.0,4.0,3.5,0
41,16,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,17,3.0,4.0,3.5,1
41,17,1,2,0,1,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,16.0,20.0,18.0,1
41,17,1,2,0,1,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,18,16.0,20.0,18.0,1
41,17,1,2,0,1,2,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,16.0,20.0,18.0,0
41,18,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,18,6.0,7.0,6.5,0
41,18,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,18,6.0,7.0,6.5,1
41,18,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,19,3.0,4.0,3.5,0
41,18,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,19,3.0,4.0,3.5,1
41,20,1,1,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20,3.0,3.0,3.0,1
41,20,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,20,3.0,3.0,3.0,0
41,20,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,20,3.0,3.0,3.0,1
41,21,1,1,0,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,21,6.0,7.0,6.5,0
41,21,1,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,21,6.0,7.0,6.5,1
41,21,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,21,3.0,4.0,3.5,0
41,21,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,21,3.0,4.0,3.5,1
41,22,1,1,0,2,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,22,2.0,3.0,2.5,0
41,22,1,1,0,2,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,22,2.0,3.0,2.5,1
42,17,1,2,1,3,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,15,2.0,2.0,2.0,1
42,17,1,2,1,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,17,4.0,4.0,4.0,0
42,17,1,1,0,3,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,17,3.0,3.0,3.0,1
42,17,1,1,0,3,2,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,17,3.0,3.0,3.0,0
42,17,1,1,1,3,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,17,2.0,2.0,2.0,1
42,17,1,1,1,3,2,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,17,2.0,2.0,2.0,1
42,17,1,1,0,3,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,17,3.0,3.0,3.0,0
42,17,1,1,0,3,2,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,17,3.0,3.0,3.0,1
42,17,1,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,18,3.0,3.0,3.0,0
42,17,1,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,18,3.0,3.0,3.0,0
42,17,1,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,18,3.0,3.0,3.0,1
42,18,1,1,0,3,2,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,18,4.0,4.0,4.0,0
42,18,1,1,0,3,2,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,10,1.0,1.0,1.0,1
42,19,1,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,19,1.0,2.0,1.5,0
42,19,1,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,19,1.0,2.0,1.5,1
42,21,1,1,0,1,3,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,21,16.0,20.0,18.0,0
42,21,1,1,0,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,21,16.0,20.0,18.0,1
42,21,1,1,0,1,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21,16.0,20.0,18.0,0
43,11,1,1,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,4.0,4.0,4.0,1
43,11,1,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,11,4.0,4.0,4.0,0
43,16,1,1,0,1,4,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,17,4.0,5.0,4.5,0
43,16,1,1,0,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,17,4.0,5.0,4.5,0
43,16,1,1,0,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,17,4.0,5.0,4.5,1
43,18,1,2,0,3,3,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,18,3.0,3.0,3.0,1
43,18,1,2,0,3,3,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,15,3.0,3.0,3.0,1
43,18,1,1,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,18,1.0,2.0,1.5,1
43,18,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,18,1.0,2.0,1.5,0
43,18,1,2,0,3,2,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,18,3.0,3.0,3.0,1
43,18,1,2,0,3,2,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,18,3.0,3.0,3.0,1
43,18,1,1,0,3,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,18,2.0,2.0,2.0,1
43,18,1,1,0,3,2,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,18,2.0,2.0,2.0,1
43,18,1,2,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,19,3.0,4.0,3.5,1
43,18,1,2,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,19,3.0,4.0,3.5,0
43,21,1,1,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,21,2.0,2.0,2.0,1
43,21,1,1,0,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,21,2.0,2.0,2.0,0
44,17,1,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,5.0,5.0,5.0,1
44,17,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,17,5.0,5.0,5.0,0
44,17,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,17,5.0,5.0,5.0,1
44,18,1,1,1,2,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,18,1.0,2.0,1.5,0
44,18,1,1,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,18,1.0,2.0,1.5,1
44,18,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,19,3.0,3.0,3.0,0
44,18,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,19,3.0,3.0,3.0,1
44,19,1,1,0,3,2,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,15,2.0,2.0,2.0,1
44,19,1,1,0,3,2,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,19,5.0,5.0,5.0,1
44,19,1,2,0,3,2,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,19,3.0,3.0,3.0,1
44,19,1,2,0,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,15,1.0,1.0,1.0,0
44,19,1,2,0,3,2,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,19,3.0,3.0,3.0,1
44,19,1,2,0,3,2,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,19,3.0,3.0,3.0,0
44,19,1,1,0,3,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,19,2.0,2.0,2.0,1
44,19,1,1,0,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,19,2.0,2.0,2.0,0
44,19,1,2,0,1,3,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,19,8.0,12.0,10.0,1
44,19,1,2,0,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,19,8.0,12.0,10.0,1
44,19,1,2,0,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,19,8.0,12.0,10.0,1
44,21,1,2,1,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,21,4.0,5.0,4.5,1
44,21,1,2,1,1,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,21,4.0,5.0,4.5,0
44,21,1,1,0,1,2,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21,16.0,20.0,18.0,1
44,21,1,1,0,1,2,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,21,16.0,20.0,18.0,1
44,21,1,1,0,1,2,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,21,16.0,20.0,18.0,0
45,10,1,2,0,1,3,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,15,16.0,20.0,18.0,1
45,10,1,2,0,1,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,15,16.0,20.0,18.0,1
45,10,1,2,0,1,3,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,15,16.0,20.0,18.0,0
45,18,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,18,4.0,4.0,4.0,0
45,18,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,18,4.0,4.0,4.0,1
45,20,1,2,0,3,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,1.0,1.0,1.0,1
45,20,1,2,0,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,10,2.0,2.0,2.0,0
45,20,1,2,0,3,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,20,3.0,3.0,3.0,1
45,20,1,2,1,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,20,2.0,3.0,2.5,1
45,20,1,2,1,2,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,20,2.0,3.0,2.5,0
45,20,1,2,1,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,1.0,2.0,1.5,1
45,20,1,2,1,2,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,20,1.0,2.0,1.5,0
45,20,1,1,0,3,2,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,20,3.0,3.0,3.0,1
45,20,1,1,0,3,2,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,20,4.0,4.0,4.0,0
45,20,1,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,21,2.0,2.0,2.0,1
45,20,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,21,2.0,2.0,2.0,0
45,21,1,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,22,3.0,4.0,3.5,0
45,21,1,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,22,3.0,4.0,3.5,1
45,27,1,1,0,1,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,27,4.0,4.0,4.0,0
45,27,1,1,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,27,4.0,4.0,4.0,1
46,19,1,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,19,2.0,3.0,2.5,1
46,19,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,19,2.0,3.0,2.5,0
46,19,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,20,3.0,3.0,3.0,0
46,19,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,20,3.0,3.0,3.0,1
46,21,1,1,0,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,21,4.0,4.0,4.0,1
46,21,1,1,0,1,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,21,4.0,4.0,4.0,0
47,12,1,1,0,1,2,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,12,5.0,6.0,5.5,1
47,12,1,1,0,1,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,12,5.0,6.0,5.5,1
47,12,1,1,0,1,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,12,5.0,6.0,5.5,0
47,17,1,3,0,1,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,17,16.0,20.0,18.0,0
47,17,1,3,0,1,2,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,17,16.0,20.0,18.0,1
47,17,1,3,0,1,2,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,17,16.0,20.0,18.0,0
47,17,1,3,0,1,2,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,17,16.0,20.0,18.0,0
47,17,1,1,0,1,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,17,5.0,7.0,6.0,1
47,17,1,1,0,1,2,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,5.0,7.0,6.0,1
47,17,1,1,0,1,2,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,17,5.0,7.0,6.0,0
47,18,1,1,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,1.0,2.0,1.5,1
47,18,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,18,1.0,2.0,1.5,0
47,18,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,18,1.0,2.0,1.5,0
47,18,1,1,1,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,2.0,2.0,2.0,1
47,18,1,1,1,1,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,18,2.0,2.0,2.0,0
47,18,1,1,1,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,18,2.0,2.0,2.0,0
47,19,1,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20,1.0,2.0,1.5,1
47,19,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,20,1.0,2.0,1.5,0
47,19,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,20,1.0,2.0,1.5,1
47,20,1,1,0,1,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,20,4.0,5.0,4.5,0
47,20,1,1,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,20,4.0,5.0,4.5,1
47,20,1,1,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,20,4.0,5.0,4.5,0
47,20,1,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,21,2.0,3.0,2.5,1
47,20,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,21,2.0,3.0,2.5,0
47,24,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,24,5.0,5.0,5.0,1
47,24,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,24,5.0,5.0,5.0,0
47,29,1,1,0,1,2,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,29,4.0,5.0,4.5,1
47,29,1,1,0,1,2,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,29,4.0,5.0,4.5,0
47,30,1,2,0,1,4,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,30,20.0,32.0,26.0,1
47,30,1,2,0,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,30,20.0,32.0,26.0,0
47,30,1,2,0,1,4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,30,20.0,32.0,26.0,0
48,27,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,27,4.0,5.0,4.5,0
48,27,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,27,4.0,5.0,4.5,1
48,27,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,27,4.0,5.0,4.5,0
49,18,1,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,19,1.0,2.0,1.5,0
49,18,1,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,19,1.0,2.0,1.5,1
49,20,1,1,0,1,3,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,21,16.0,20.0,18.0,1
49,20,1,1,0,1,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,21,16.0,20.0,18.0,1
49,20,1,1,0,1,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,21,16.0,20.0,18.0,0
49,22,1,1,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,23,2.0,3.0,2.5,0
49,22,1,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,23,2.0,3.0,2.5,0
49,26,1,2,0,1,2,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,16.0,20.0,18.0,0
49,26,1,2,0,1,2,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,10,16.0,20.0,18.0,1
49,26,1,2,0,1,2,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,16.0,20.0,18.0,0
49,29,1,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,29,3.0,3.0,3.0,0
49,29,1,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,29,3.0,3.0,3.0,1
50,22,1,1,0,1,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,23,16.0,20.0,18.0,1
50,22,1,1,0,1,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,23,16.0,20.0,18.0,1
50,22,1,1,0,1,2,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,23,16.0,20.0,18.0,0
50,31,1,2,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,31,3.0,4.0,3.5,1
