Age,Fishing Experience,Province,Fishing Role,Experience as Head of Communities,Fishing Duration,Number of Experience with Disaster,Level of Interaction with Disaster,Wn-1,Wn-10,Wn-11,Wn-12,Wn-13,Wn-14,Wn-15,Wn-16,Wn-17,Wn-2,Wn-3,Wn-4,Wn-5,Wn-6,Wn-7,Wn-8,Wn-9,Number of LIK Combination,Usage Duration,Frequency of Usage (min) (in month),Frequency of Usage (max) (in month),Average Frequency of Usage (in month),Target_Action_Level
54,25,1,3,1,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,25,4.0,4.0,4.0,1
54,25,1,3,1,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,25,4.0,4.0,4.0,0
54,25,1,3,1,3,4,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,25,3.0,3.0,3.0,1
54,25,1,3,1,3,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,25,3.0,3.0,3.0,0
54,25,1,3,1,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,25,1.0,1.0,1.0,0
54,25,1,3,1,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,25,1.0,1.0,1.0,1
55,25,1,1,0,3,3,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,23,4.0,4.0,4.0,1
55,25,1,1,0,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,18,2.0,2.0,2.0,0
55,25,1,1,0,3,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,3.0,3.0,3.0,1
55,25,1,3,1,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,24,2.0,2.0,2.0,0
55,25,1,3,1,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,23,4.0,4.0,4.0,1
55,25,1,2,1,3,4,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,20,3.0,3.0,3.0,0
55,25,1,2,1,3,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,20,3.0,3.0,3.0,0
55,25,1,3,1,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,24,2.0,2.0,2.0,0
55,25,1,3,1,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,24,4.0,4.0,4.0,0
55,25,1,3,1,3,4,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,23,3.0,3.0,3.0,0
55,25,1,3,1,3,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,23,3.0,3.0,3.0,1
55,25,1,2,1,3,4,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,25,4.0,4.0,4.0,1
55,25,1,2,1,3,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,25,4.0,4.0,4.0,0
55,25,1,3,1,3,4,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,25,3.0,3.0,3.0,1
55,25,1,3,1,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,25,3.0,3.0,3.0,1
55,25,1,2,1,3,4,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,25,3.0,3.0,3.0,1
55,25,1,2,1,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,25,3.0,3.0,3.0,0
60,35,1,2,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,36,4.0,5.0,4.5,0
60,35,1,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,36,4.0,5.0,4.5,1
60,35,1,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,36,4.0,5.0,4.5,0
19,2,2,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2.0,2.0,2.0,1
20,2,2,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1.0,1.0,1.0,0
22,8,2,2,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,7,1.0,1.0,1.0,0
24,5,2,2,0,1,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,4,1.0,1.0,1.0,1
24,5,2,2,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,4,1.0,1.0,1.0,1
24,7,2,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,7,4.0,4.0,4.0,1
24,7,2,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,7,4.0,4.0,4.0,1
25,5,2,2,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,3,5.0,5.0,5.0,0
25,5,2,2,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,3,5.0,5.0,5.0,0
25,5,2,2,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,5.0,5.0,5.0,0
27,5,2,2,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,5,1.0,1.0,1.0,0
28,5,2,3,0,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,5,1.0,1.0,1.0,0
28,5,2,3,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,5,1.0,1.0,1.0,0
28,12,2,1,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,10,2.0,2.0,2.0,0
28,12,2,1,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,10,2.0,2.0,2.0,0
28,14,2,1,0,1,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,1.0,1.0,1.0,0
28,14,2,1,0,1,3,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,15,1.0,1.0,1.0,1
28,14,2,1,0,1,3,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,15,1.0,1.0,1.0,1
29,6,2,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,4,4.0,4.0,4.0,0
29,6,2,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,4,4.0,4.0,4.0,0
32,7,2,2,0,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,2.0,3.0,2.5,0
32,7,2,2,0,1,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,7,2.0,3.0,2.5,0
32,7,2,2,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,7,2.0,3.0,2.5,0
37,10,2,1,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,7,3.0,3.0,3.0,0
37,20,2,1,0,1,2,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,18,4.0,4.0,4.0,0
38,20,2,2,0,1,2,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,15,1.0,1.0,1.0,0
38,20,2,2,0,1,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,15,1.0,1.0,1.0,0
38,20,2,2,0,1,2,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,15,1.0,1.0,1.0,0
38,24,2,2,0,1,2,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,14,3.0,3.0,3.0,0
38,24,2,2,0,1,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,14,3.0,3.0,3.0,0
40,5,2,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,4.0,4.0,4.0,1
40,15,2,2,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,10,1.0,1.0,1.0,0
40,20,2,1,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,15,1.0,1.0,1.0,0
40,21,2,2,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,10,2.0,2.0,2.0,0
40,21,2,2,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,15,4.0,4.0,4.0,0
41,21,2,1,0,1,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,18,2.0,2.0,2.0,1
41,21,2,1,0,1,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,18,2.0,2.0,2.0,1
43,10,2,1,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,6,5.0,5.0,5.0,0
43,10,2,1,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,6,5.0,5.0,5.0,0
43,10,2,1,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6,5.0,5.0,5.0,0
45,10,2,1,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,6,3.0,3.0,3.0,0
45,10,2,1,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,6,3.0,3.0,3.0,0
45,10,2,1,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,3.0,3.0,3.0,0
45,15,2,2,0,1,2,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,15,3.0,3.0,3.0,0
46,15,2,2,0,1,2,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,10,2.0,2.0,2.0,1
46,15,2,2,0,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,10,2.0,2.0,2.0,1
46,20,2,1,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,20,4.0,4.0,4.0,0
46,20,2,1,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,20,4.0,4.0,4.0,0
46,20,2,1,0,1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,20,2.0,2.0,2.0,0
46,20,2,2,0,1,2,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,15,5.0,5.0,5.0,0
46,20,2,2,0,1,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,15,5.0,5.0,5.0,0
48,10,2,1,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,8,4.0,4.0,4.0,0
48,10,2,1,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,8,4.0,4.0,4.0,0
48,20,2,3,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,20,4.0,4.0,4.0,0
48,20,2,3,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,20,4.0,4.0,4.0,0
48,20,2,3,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,20,4.0,4.0,4.0,0
48,20,2,1,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,15,1.0,1.0,1.0,0
48,20,2,1,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,15,1.0,1.0,1.0,0
50,10,2,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,10,2.0,2.0,2.0,1
52,3,2,1,0,1,2,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,4.0,4.0,4.0,0
60,25,2,1,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,10,1.0,1.0,1.0,0
45,15,2,1,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,10,4.0,4.0,4.0,0
